,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV,PersonalRating,Comment,Favorite
8924,Bill's Tavern & Brewhouse,Hefeweizen,Arctic Weiss,1058631842.0,4.0,2.5,4.0,4.0,3.5,4.7,-1,Unfilled,False
8925,Bill's Tavern & Brewhouse,Fruit / Vegetable Beer,Blackberry Beauty,1122694776.0,4.0,3.5,3.5,4.0,3.5,4.1,-1,Unfilled,False
8926,Bill's Tavern & Brewhouse,American Pale Ale (apa),Bronze Ale,1090810824.0,4.5,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
8927,Bill's Tavern & Brewhouse,American Pale Ale (apa),Duckdive Pale Ale,1248242803.0,4.5,4.0,4.0,3.5,4.0,4.8,-1,Unfilled,False
8928,Caldera Brewing Company,American Ipa,Caldera Ipa,1214858603.0,4.5,4.5,4.0,4.0,4.0,6.1,-1,Unfilled,False
8929,Caldera Brewing Company,American Amber / Red Ale,Ashland Amber,1236796559.0,4.0,4.0,4.0,4.0,4.0,5.4,-1,Unfilled,False
8930,Caldera Brewing Company,American Amber / Red Ale,Dry Hop Red,1106529693.0,4.5,4.5,4.5,4.0,4.5,5.7,-1,Unfilled,False
8931,Caldera Brewing Company,American Porter,Pilot Rock Porter,1310259440.0,4.5,4.5,4.5,4.5,5.0,5.8,-1,Unfilled,False
8932,Caldera Brewing Company,Oatmeal Stout,Caldera Oatmeal Stout,1316025612.0,3.0,3.0,2.5,3.0,3.0,7.2,-1,Unfilled,False
8933,Caldera Brewing Company,American Strong Ale,Cauldron Brew,1100675578.0,5.0,4.0,4.5,4.5,5.0,7.6,-1,Unfilled,False
8934,Caldera Brewing Company,American Strong Ale,Southside Strong,1296524914.0,4.0,4.0,4.0,4.0,4.0,7.0,-1,Unfilled,False
8935,Laurelwood Pizza Co. (closed),American Blonde Ale,Mother Lode Golden Ale,1150937783.0,4.0,4.0,3.0,4.0,4.5,5.1,-1,Unfilled,False
8936,Laurelwood Pizza Co. (closed),American Pale Ale (apa),Piston Pale Ale,1227231974.0,4.5,3.0,4.0,3.5,4.0,5.6,-1,Unfilled,False
8937,Laurelwood Pizza Co. (closed),Altbier,Ettinger Altbier,1121046230.0,4.5,4.0,4.5,4.5,4.5,4.8,-1,Unfilled,False
8938,Laurelwood Pizza Co. (closed),American Ipa,Boss I.p.a.,1171915754.0,4.0,4.0,3.5,3.5,4.0,6.8,-1,Unfilled,False
8939,Laurelwood Pizza Co. (closed),American Amber / Red Ale,Free Range Red,1206399523.0,4.5,4.0,4.5,4.0,4.5,6.1,-1,Unfilled,False
8940,Laurelwood Pizza Co. (closed),Foreign / Export Stout,Space Stout,1321649836.0,3.0,3.0,2.5,2.5,3.0,6.1,-1,Unfilled,False
8941,Stepan Razin Brewery,Euro Pale Lager,Spezialnoye,1056741303.0,3.0,4.0,2.0,2.5,3.5,4.0,-1,Unfilled,False
8942,Laurelwood Pizza Co. (closed),American Porter,Organic Tree Hugger Porter,1217033694.0,4.0,3.5,4.0,3.5,4.0,5.6,-1,Unfilled,False
8943,Berkshire Brewing Company Inc.,Kölsch,Gold Spike Ale,1199147452.0,4.0,2.5,3.5,4.0,3.5,4.2,-1,Unfilled,False
8944,Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant,Hefeweizen,Fujizakura Kogen Hefeweizen,1056777571.0,4.5,4.0,4.0,4.0,4.5,5.5,-1,Unfilled,False
8945,Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant,Märzen / Oktoberfest,Fujizakura Märzen,1056777946.0,3.5,3.0,4.0,4.0,3.5,5.5,-1,Unfilled,False
8946,Beer Station Ryogoku,Hefeweizen,Ryogoku Beer Station Weizen,1056779229.0,4.0,3.5,4.5,4.0,3.5,-1.0,-1,Unfilled,False
8947,Beer Station Ryogoku,German Pilsener,Ryogoku Beer Station Pilsner,1056779680.0,3.5,3.0,4.0,3.5,3.5,-1.0,-1,Unfilled,False
8948,Beer Station Ryogoku,Munich Dunkel Lager,Ryogoku Beer Station Dunkel,1056780090.0,3.5,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
8949,Harviestoun Brewery Ltd.,Witbier,Belgian White,1174162897.0,4.0,4.0,4.5,4.0,4.0,4.3,-1,Unfilled,False
8950,Harviestoun Brewery Ltd.,English India Pale Ale (ipa),I.p.a.,1064194309.0,3.0,3.0,3.0,3.0,3.5,4.5,-1,Unfilled,False
8951,Harviestoun Brewery Ltd.,English Pale Ale,Jack The Lad,1079726162.0,4.0,3.5,4.0,3.5,4.0,4.1,-1,Unfilled,False
8952,Harviestoun Brewery Ltd.,English Pale Ale,Navigator,1148843774.0,4.0,3.5,3.0,4.0,3.5,4.3,-1,Unfilled,False
8953,Harviestoun Brewery Ltd.,English Pale Ale,Ptarmigan Premium Ale,1094759442.0,4.5,2.0,3.0,3.0,4.0,4.5,-1,Unfilled,False
8954,Moosehead Breweries Ltd.,Light Lager,Alpine Light,1064939721.0,3.0,2.5,3.0,2.5,3.0,4.0,-1,Unfilled,False
8955,Moosehead Breweries Ltd.,Light Lager,Moosehead Light,1064503776.0,4.0,2.5,3.0,3.5,3.5,4.0,-1,Unfilled,False
8956,Moosehead Breweries Ltd.,American Blonde Ale,Ten Penny Old Stock Ale,1065579538.0,3.5,2.0,2.0,2.0,4.0,5.3,-1,Unfilled,False
8957,Traquair House Brewery Lld,Scottish Ale,Traquair House Stuart Ale,1276471556.0,4.5,4.0,4.0,4.5,4.0,4.5,-1,Unfilled,False
8958,Molson Coors Canada,American Malt Liquor,O'keefe Extra Old Stock,1063153390.0,2.5,3.0,3.0,3.0,3.0,5.65,-1,Unfilled,False
8959,Molson Coors Canada,American Pale Ale (apa),O'keefe Ale,1157635524.0,2.0,2.0,2.0,2.0,2.0,5.0,-1,Unfilled,False
8960,Greenshields Brewing Co.,English Brown Ale,Greenshields Nut Brown Ale,1100667567.0,2.0,3.0,4.0,3.0,2.5,5.0,-1,Unfilled,False
8961,New Albanian Brewing Company - Pizzeria And Public House,English Dark Mild Ale,Community Dark Mild Ale,1208200600.0,4.5,4.0,3.5,4.0,4.0,3.7,-1,Unfilled,False
8962,Rock Bottom Restaurant & Brewery,English Dark Mild Ale,Big Easy English Mild Ale,1057758783.0,4.5,4.0,4.0,4.0,4.0,3.1,-1,Unfilled,False
8963,Baltika Breweries,Euro Pale Lager,Arsenalnoye Traditional,1170442540.0,4.5,3.5,4.0,3.5,3.5,5.1,-1,Unfilled,False
8964,Krasniy Vostok,Euro Pale Lager,Chechskiy Standart Svetloe,1056798651.0,3.5,3.5,3.0,3.0,4.0,3.8,-1,Unfilled,False
8965,Pivo-agro,Euro Pale Lager,Alexander,1056799248.0,3.5,3.0,3.5,3.5,3.5,-1.0,-1,Unfilled,False
8966,Baltika Breweries,Euro Strong Lager,Arsenalnoye Krepkoye (strong),1192837157.0,3.5,3.5,3.0,3.0,3.0,7.0,-1,Unfilled,False
8967,Pivo-agro,Euro Pale Lager,Provinciya Svetloye,1056799838.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1,Unfilled,False
8968,Deep Creek Brewing Company,American Adjunct Lager,Deep Creek Gold,1097525374.0,2.0,2.0,4.0,2.0,2.0,4.2,-1,Unfilled,False
8969,Deep Creek Brewing Company,American Amber / Red Ale,Youghiogheny Red,1057265358.0,4.0,3.5,4.0,3.5,3.5,5.2,-1,Unfilled,False
8970,Castel-sakartvelo,Euro Pale Lager,Castel,1056803696.0,3.5,3.0,3.5,3.5,3.5,-1.0,-1,Unfilled,False
8971,"Waoh / Yamato Brewery, K.k.",Hefeweizen,Waoh Hakugin Weizen,1056814718.0,4.5,4.0,4.0,4.0,4.5,-1.0,-1,Unfilled,False
8972,Guinness Ltd.,Foreign / Export Stout,Guinness Special Export Stout (john Martin - Belgium),1307120592.0,5.0,3.5,4.0,5.0,4.5,8.0,-1,Unfilled,False
8973,River City Brewing Co.,American Amber / Red Ale,Rock Island Red,1281744635.0,4.0,2.0,3.0,3.0,2.0,-1.0,-1,Unfilled,False
8974,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Double / Imperial Stout,Echigo Stout,1315148621.0,3.5,3.5,3.5,3.5,3.0,7.0,-1,Unfilled,False
8975,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Ipa,Divine Vamp,1056823361.0,4.0,3.5,4.5,4.5,4.0,6.5,-1,Unfilled,False
8976,Tuborgs Bryggerier A/s,Maibock / Helles Bock,Tuborg Kylle Kylle Påskebryg,1180406182.0,3.0,3.5,4.0,3.0,3.0,5.7,-1,Unfilled,False
8977,Speakeasy Ales & Lagers,American Stout,Satchmo Stout,1115009155.0,4.0,3.5,4.0,3.5,3.5,6.5,-1,Unfilled,False
8978,Lake Superior Brewing Company,American Ipa,St. Louis Bay Ipa,1065583618.0,2.0,3.0,4.0,3.0,2.5,-1.0,-1,Unfilled,False
8979,Bluegrass Brewing Co. - East St. Matthew's,Maibock / Helles Bock,Helles Bock,1151002419.0,3.0,3.5,3.5,3.0,3.5,-1.0,-1,Unfilled,False
8980,Bluegrass Brewing Co. - East St. Matthew's,Hefeweizen,Summer Wheat,1058405283.0,4.0,3.5,3.5,4.0,4.0,-1.0,-1,Unfilled,False
8981,Left Hand Brewing Company,Maibock / Helles Bock,Tabernash Maibock,1059271301.0,4.0,4.0,4.0,4.0,4.0,7.0,-1,Unfilled,False
8982,Old Dominion Brewing Company,American Double / Imperial Stout,Dominion Oak Barrel Vanilla Stout,1148689960.0,4.0,4.0,4.5,4.0,3.5,11.0,-1,Unfilled,False
8983,Utah Brewers Cooperative,Fruit / Vegetable Beer,Wasatch Raspberry Wheat Beer,1065150698.0,2.5,3.0,4.0,3.0,3.0,4.0,-1,Unfilled,False
8984,Coast Range Brewing Co.,American Pale Ale (apa),Royal Duffer Golf Society Premium Ale,1153035392.0,4.0,2.0,4.0,3.0,3.0,-1.0,-1,Unfilled,False
8985,Coast Range Brewing Co.,Witbier,Belgian White,1060223586.0,2.0,2.0,2.5,2.5,2.0,-1.0,-1,Unfilled,False
8986,Coast Range Brewing Co.,American Porter,Maduro Porter,1122784021.0,4.5,4.0,3.5,4.5,4.5,5.5,-1,Unfilled,False
8987,Coast Range Brewing Co.,American Ipa,Merry Maker,1106778658.0,3.0,3.0,2.5,2.5,2.5,5.7,-1,Unfilled,False
8988,Coast Range Brewing Co.,American Pale Ale (apa),Pale Ale,1138289198.0,3.5,3.0,4.0,3.5,3.0,5.25,-1,Unfilled,False
8989,Coast Range Brewing Co.,Scotch Ale / Wee Heavy,Scotch Ale,1201465252.0,4.0,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
8990,Coast Range Brewing Co.,American Pale Ale (apa),Nude Beer,1102888200.0,3.5,4.0,3.5,3.5,4.0,-1.0,-1,Unfilled,False
8991,Coast Range Brewing Co.,American Adjunct Lager,Royal Duffer Golf Society Lager,1133074761.0,4.0,1.5,3.0,1.5,1.0,-1.0,-1,Unfilled,False
8992,Lost Coast Brewery And Cafe,Hefeweizen,Lost Coast Wheat,1193274564.0,3.5,4.0,4.0,3.0,3.5,-1.0,-1,Unfilled,False
8993,Lost Coast Brewery And Cafe,American Pale Wheat Ale,Apricot Wheat,1315495225.0,2.5,2.5,3.0,2.5,2.5,5.0,-1,Unfilled,False
8994,Lost Coast Brewery And Cafe,Fruit / Vegetable Beer,Raspberry Chocolate Stout,1113990305.0,3.0,3.0,4.0,3.0,3.5,-1.0,-1,Unfilled,False
8995,Lost Coast Brewery And Cafe,American Porter,Lost Coast Porter,1088560058.0,3.5,3.5,4.0,3.5,3.0,-1.0,-1,Unfilled,False
8996,Brouwerij Huyghe,Belgian Strong Pale Ale,Bière Du Corsaire,1227622609.0,3.0,3.0,3.0,3.5,3.0,9.0,-1,Unfilled,False
8997,Brouwerij Huyghe,Belgian Strong Dark Ale,Black Stout,1248722746.0,3.0,3.5,3.5,3.0,3.0,9.0,-1,Unfilled,False
8998,Brouwerij Huyghe,Tripel,Mateen Triple,1313208283.0,4.5,3.5,3.5,4.5,4.5,8.0,-1,Unfilled,False
8999,Brouwerij Huyghe,Scotch Ale / Wee Heavy,Mc Gregor,1139933553.0,3.5,4.0,2.5,3.5,3.0,6.5,-1,Unfilled,False
9000,Brouwerij Huyghe,Belgian Strong Pale Ale,Poiluchette Blonde Cuvée Du Château,1156519458.0,2.5,2.0,4.0,2.5,2.5,7.5,-1,Unfilled,False
9001,Brouwerij Huyghe,Belgian Strong Dark Ale,Poiluchette Brune Cuvée Du Château,1181267572.0,2.0,3.0,4.0,2.5,2.0,7.5,-1,Unfilled,False
9002,Mogollon Brewing Company,Hefeweizen,White Mountain Wheat,1062559444.0,3.5,3.5,4.0,4.0,3.5,-1.0,-1,Unfilled,False
9003,Mogollon Brewing Company,Irish Dry Stout,Donny Brook Irish Stout,1062559775.0,4.0,4.0,4.0,4.0,4.5,-1.0,-1,Unfilled,False
9004,Mogollon Brewing Company,American Ipa,Horny Toad Ipa,1297289631.0,4.0,3.5,4.0,4.0,3.5,7.1,-1,Unfilled,False
9005,Mogollon Brewing Company,American Porter,Pinon Porter,1062560039.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
9006,Mogollon Brewing Company,American Pale Ale (apa),Kaibab Pale Ale,1061612040.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1,Unfilled,False
9007,Montgomery Brewing Company,Märzen / Oktoberfest,Oktoberfest,1255061950.0,3.5,3.0,2.5,3.5,3.5,-1.0,-1,Unfilled,False
9008,Olde Auburn Ale House,American Pale Ale (apa),Tiger Tail Ale,1191865652.0,3.0,3.0,3.0,3.5,3.5,-1.0,-1,Unfilled,False
9009,Olde Auburn Ale House,American Stout,The Full Monty Stout,1135271726.0,4.0,4.5,4.5,3.5,4.0,5.4,-1,Unfilled,False
9010,Estes Park Brewery,American Pale Ale (apa),Estes Park Pale Ale,1161211734.0,3.0,2.5,3.0,2.5,2.5,4.8,-1,Unfilled,False
9011,Estes Park Brewery,American Blonde Ale,Estes Park Gold,1177180589.0,2.5,2.0,3.0,2.5,2.5,-1.0,-1,Unfilled,False
9012,Estes Park Brewery,Fruit / Vegetable Beer,Estes Park Bear Lake Blueberry Wheat,1214700749.0,3.5,3.5,2.5,2.0,3.0,-1.0,-1,Unfilled,False
9013,Estes Park Brewery,English Barleywine,Estes Park Barley Wine,1123116632.0,4.0,4.0,3.5,4.0,3.5,10.0,-1,Unfilled,False
9014,Estes Park Brewery,Hefeweizen,Hefeweizen,1153104052.0,3.5,3.5,3.5,3.0,3.5,-1.0,-1,Unfilled,False
9015,Estes Park Brewery,Pumpkin Ale,Pumpkin Ale,1161631995.0,2.0,2.5,2.5,2.5,2.5,-1.0,-1,Unfilled,False
9016,Browar Grybów,Euro Pale Lager,Rejent,1056875079.0,3.5,2.5,3.0,3.0,3.0,-1.0,-1,Unfilled,False
9017,The Olde Burnside Brewing Company,American Blonde Ale,St. Andrews Summer Ale,1150766224.0,3.5,4.0,3.5,4.0,4.0,-1.0,-1,Unfilled,False
9018,Aktien-brauerei Kaufbeuren Ag,Hefeweizen,Weizen,1160974675.0,2.5,3.0,3.0,2.5,3.0,-1.0,-1,Unfilled,False
9019,August Schell Brewing Company,Bock,Caramel Bock,1123351682.0,3.0,3.5,3.0,2.5,3.0,4.0,-1,Unfilled,False
9020,Pivovariya Ivana Taranova,Euro Strong Lager,Triy Medvedya (3 Bears),1056883526.0,2.0,2.5,2.0,2.5,2.5,6.8,-1,Unfilled,False
9021,Pivo-agro,Euro Pale Lager,Khmeler,1056884727.0,3.0,2.5,3.5,2.5,3.0,-1.0,-1,Unfilled,False
9022,Hawks Brewing,Extra Special / Strong Bitter (esb),Super Natural Esb,1089248606.0,3.5,3.0,4.5,3.5,3.5,6.5,-1,Unfilled,False
9023,Hawks Brewing,Baltic Porter,Super Natural Porter,1079060715.0,4.0,4.0,4.0,5.0,4.5,6.0,-1,Unfilled,False
9024,Flossmoor Station Restaurant & Brewery,Dubbel,Ashmans Abbaye Dubbel,1069336295.0,5.0,4.0,5.0,5.0,4.0,-1.0,-1,Unfilled,False
9025,Flossmoor Station Restaurant & Brewery,Russian Imperial Stout,Dark Star Imperial Stout,1143780059.0,3.0,4.0,4.0,4.0,3.5,9.0,-1,Unfilled,False
9026,Snoqualmie Falls Brewing Company & Taproom,Märzen / Oktoberfest,Harvest Moon Festbier Style Ale,1225867398.0,4.0,3.5,4.0,3.5,3.5,5.3,-1,Unfilled,False
9027,21st Amendment Brewery,American Double / Imperial Ipa,Double Trouble Ipa,1257586294.0,4.0,4.5,4.0,4.0,4.0,9.5,-1,Unfilled,False
9028,21st Amendment Brewery,Winter Warmer,Holiday Spiced Ale,1227417424.0,4.0,4.5,4.0,4.0,4.5,6.8,-1,Unfilled,False
9029,21st Amendment Brewery,American Barleywine,Lower Da Boom Barleywine,1314298210.0,3.5,3.5,3.5,4.0,3.5,9.5,-1,Unfilled,False
9030,21st Amendment Brewery,Maibock / Helles Bock,Maibock,1107375802.0,2.5,2.5,2.5,2.5,2.5,-1.0,-1,Unfilled,False
9031,21st Amendment Brewery,American Ipa,Opening Day Ipa,1145842949.0,4.0,3.5,4.0,4.0,4.0,7.5,-1,Unfilled,False
9032,21st Amendment Brewery,English Stout,Oyster Point Oyster Stout,1206565612.0,2.5,2.5,3.0,3.0,2.5,4.9,-1,Unfilled,False
9033,21st Amendment Brewery,American Pale Ale (apa),21st Amendment Pale Ale,1107376222.0,2.5,2.5,3.0,2.0,2.0,5.5,-1,Unfilled,False
9034,21st Amendment Brewery,Extra Special / Strong Bitter (esb),Potrero Esb,1090122761.0,4.5,4.0,4.0,4.0,4.0,5.2,-1,Unfilled,False
9035,Second Street Brewery,American Amber / Red Ale,Amber Ale,1151081364.0,4.0,3.5,4.5,4.0,4.0,-1.0,-1,Unfilled,False
9036,Second Street Brewery,Altbier,Altbier,1321741988.0,4.0,4.5,4.0,4.0,4.0,5.5,-1,Unfilled,False
9037,Second Street Brewery,American Barleywine,Barley Wine-style Ale,1145285958.0,4.0,3.5,3.0,3.5,3.5,-1.0,-1,Unfilled,False
9038,Second Street Brewery,Hefeweizen,Bavarian Hefewiezen,1309916866.0,4.0,3.5,4.0,3.5,4.0,5.8,-1,Unfilled,False
9039,Second Street Brewery,Milk / Sweet Stout,Cream Stout,1239904585.0,4.0,4.0,4.0,4.0,4.0,5.2,-1,Unfilled,False
9040,Second Street Brewery,Extra Special / Strong Bitter (esb),Esb,1287954000.0,4.0,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
9041,Second Street Brewery,American Blonde Ale,Golden Ale,1151025006.0,4.5,4.0,4.5,4.5,4.5,-1.0,-1,Unfilled,False
9042,Second Street Brewery,Russian Imperial Stout,Imperial Stout,1239905688.0,3.5,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
9043,Second Street Brewery,American Ipa,Ipa,1296597636.0,4.5,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
9044,Second Street Brewery,English Bitter,Kidder Special Bitter,1287954093.0,3.5,3.5,3.5,4.0,3.5,-1.0,-1,Unfilled,False
9045,Second Street Brewery,American Porter,Old Pecos Porter,1321742382.0,4.0,3.5,4.0,4.0,4.0,5.7,-1,Unfilled,False
9046,A1a Aleworks,American Stout,A. Strange Stout,1226517381.0,3.5,3.0,4.0,4.0,3.0,5.57,-1,Unfilled,False
9047,A1a Aleworks,English Brown Ale,Bridge Of Lions Brown Ale,1216140691.0,4.0,3.5,4.0,4.0,3.5,5.11,-1,Unfilled,False
9048,A1a Aleworks,American Pale Ale (apa),Porpoise Point Pale Ale,1078414530.0,3.0,3.5,3.0,4.0,2.0,5.42,-1,Unfilled,False
9049,Aberdeen Brewing Company,American Porter,County Porter,1079445799.0,4.0,4.0,4.0,4.5,4.0,4.2,-1,Unfilled,False
9050,America's Brewpub,American Amber / Red Ale,Aurora Amber Ale,1217540451.0,4.0,3.0,3.5,3.5,4.0,4.6,-1,Unfilled,False
9051,America's Brewpub,American Pale Wheat Ale,Honey Wheat Ale,1126901487.0,3.0,3.0,3.5,3.0,3.5,4.7,-1,Unfilled,False
9052,America's Brewpub,Czech Pilsener,Walter Payton Pilsener,1206076191.0,4.0,4.0,4.0,4.0,3.5,3.9,-1,Unfilled,False
9053,America's Brewpub,American Amber / Red Ale,Reindeer Red Ale,1163906415.0,3.0,3.0,4.0,3.5,3.5,4.2,-1,Unfilled,False
9054,America's Brewpub,Schwarzbier,Schwartz,1148193369.0,4.5,3.5,4.0,3.5,4.0,4.1,-1,Unfilled,False
9055,America's Brewpub,Milk / Sweet Stout,Sweetness Stout,1212124618.0,3.5,4.5,3.5,3.0,3.0,5.78,-1,Unfilled,False
9056,B.o.b.'s House Of Brews,American Pale Ale (apa),Pale Ale,1132884541.0,3.0,3.0,3.5,2.5,3.0,-1.0,-1,Unfilled,False
9057,B.o.b.'s House Of Brews,American Amber / Red Ale,Festive Amber,1121783484.0,3.5,4.0,4.0,3.5,3.5,-1.0,-1,Unfilled,False
9058,B.o.b.'s House Of Brews,German Pilsener,Happy Pilsner,1121783746.0,4.0,4.5,4.5,4.0,4.0,-1.0,-1,Unfilled,False
9059,B.o.b.'s House Of Brews,American Ipa,I.p.a.,1121784551.0,3.0,3.0,3.5,3.0,3.0,-1.0,-1,Unfilled,False
9060,B.o.b.'s House Of Brews,Scotch Ale / Wee Heavy,Smoky Scotch,1101675505.0,3.0,3.0,4.0,3.0,3.5,-1.0,-1,Unfilled,False
9061,B.o.b.'s House Of Brews,American Porter,Porter,1129037352.0,3.5,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,False
9062,B.o.b.'s House Of Brews,Märzen / Oktoberfest,Oktoberfest Lager,1316144587.0,3.0,3.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
9063,B.o.b.'s House Of Brews,American Pale Ale (apa),Nosferatu's,1069244005.0,4.5,4.0,4.5,4.0,4.5,-1.0,-1,Unfilled,False
9064,B.o.b.'s House Of Brews,American Pale Ale (apa),Hoppy Holidaze,1101675649.0,2.5,2.5,2.5,2.5,2.5,-1.0,-1,Unfilled,False
9065,B.o.b.'s House Of Brews,Maibock / Helles Bock,Winter Pale Bock,1135087020.0,2.5,2.5,3.0,2.5,2.5,-1.0,-1,Unfilled,False
9066,B.o.b.'s House Of Brews,Dunkelweizen,Dunkelweizen,1121783199.0,3.5,4.0,3.0,3.5,4.0,-1.0,-1,Unfilled,False
9067,B.o.b.'s House Of Brews,Hefeweizen,Vanderbob's Wheat,1121783967.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1,Unfilled,False
9068,B.o.b.'s House Of Brews,American Stout,Stout,1132846290.0,3.5,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
9069,Back Street Brewery,American Blonde Ale,Back Street Blonde,1057953654.0,3.5,3.0,3.0,2.5,3.0,-1.0,-1,Unfilled,False
9070,Shipyard Brewing Co.,American Pale Wheat Ale,Battleground Ale,1069555043.0,2.0,2.0,3.5,3.0,2.5,4.8,-1,Unfilled,False
9071,Backcountry Brewery (brewpub & Pizzeria),American Porter,Peak One Porter,1203776488.0,4.0,3.0,4.0,3.5,4.0,6.0,-1,Unfilled,False
9072,Backcountry Brewery (brewpub & Pizzeria),American Amber / Red Ale,Switchback Amber,1177343660.0,2.0,2.5,4.0,2.0,2.0,5.38,-1,Unfilled,False
9073,Backcountry Brewery (brewpub & Pizzeria),German Pilsener,Ptarmigan Pilsner,1131926940.0,3.0,2.5,3.5,2.5,3.0,4.7,-1,Unfilled,False
9074,Backcountry Brewery (brewpub & Pizzeria),American Pale Wheat Ale,Wheeler Wheat,1247173440.0,3.0,2.0,3.0,2.5,3.0,4.6,-1,Unfilled,False
9075,Backcountry Brewery (brewpub & Pizzeria),American Stout,Breakfast Stout,1247174396.0,4.0,4.5,4.0,4.0,4.5,-1.0,-1,Unfilled,False
9076,Bandana Brewery,Irish Red Ale,St. Peter Red,1075325168.0,4.5,3.5,3.5,4.0,4.0,-1.0,-1,Unfilled,False
9077,Barley Brothers Brewery & Grill,American Pale Wheat Ale,Jennagrace Hefeweizen/american Wheat,1069015252.0,3.0,3.0,3.0,2.0,2.0,-1.0,-1,Unfilled,False
9078,Barley Brothers Brewery & Grill,American Blonde Ale,Blonde Ale,1152759421.0,3.5,2.0,3.0,2.5,2.0,-1.0,-1,Unfilled,False
9079,Barley Brothers Brewery & Grill,English India Pale Ale (ipa),Bighorn Ipa,1324834506.0,2.5,2.5,3.0,3.0,2.5,-1.0,-1,Unfilled,False
9080,Barley Brothers Brewery & Grill,Oatmeal Stout,Kickstart Oatmeal Stout,1324835528.0,4.0,4.0,3.5,4.0,3.5,-1.0,-1,Unfilled,False
9081,Barley Brothers Brewery & Grill,Fruit / Vegetable Beer,Trippleberrry Wheat,1263287629.0,3.5,3.5,3.0,4.0,4.0,-1.0,-1,Unfilled,False
9082,Barley John's Brew Pub,Baltic Porter,Old Eight Porter,1225062602.0,4.5,4.0,3.5,3.5,4.0,8.0,-1,Unfilled,False
9083,Barley John's Brew Pub,American Brown Ale,Wild Brunette,1133316134.0,4.5,4.0,4.0,4.0,4.5,7.2,-1,Unfilled,False
9084,The Bear Brew Pub,English Brown Ale,Honey Bear Brown,1191253370.0,4.0,4.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
9085,The Bear Brew Pub,American Ipa,Bear Brew Ipa,1122582396.0,4.0,3.5,4.0,4.0,3.5,-1.0,-1,Unfilled,False
9086,Beermann's Beerwerks,Munich Helles Lager,Lincoln Lager,1193075404.0,4.0,3.5,3.5,3.5,4.0,4.7,-1,Unfilled,False
9087,Beermann's Beerwerks,American Pale Ale (apa),Empire Pale Ale,1108955552.0,4.0,4.0,4.0,4.0,4.0,5.5,-1,Unfilled,False
9088,Beermann's Beerwerks,American Stout,Industrial Stout,1108954670.0,3.5,3.0,3.5,3.0,3.5,5.5,-1,Unfilled,False
9089,Beermann's Beerwerks,American Ipa,Expedition Ipa,1165881190.0,2.5,3.0,4.0,3.0,2.5,-1.0,-1,Unfilled,False
9090,Beermann's Beerwerks,Hefeweizen,Summer Hefe Weizen,1108955146.0,2.5,3.0,3.0,2.0,3.0,5.5,-1,Unfilled,False
9091,Beermann's Beerwerks,American Barleywine,Bourbon Barrel Barley-wine Ale,1236305436.0,4.0,4.5,3.0,4.0,4.5,9.75,-1,Unfilled,False
9092,Beermann's Beerwerks,American Stout,Bourbon Barrel Stout,1220124389.0,4.5,4.0,4.5,4.5,4.0,5.8,-1,Unfilled,False
9093,Beermann's Beerwerks,American Amber / Red Ale,Honey Beer,1152508046.0,3.0,3.0,4.0,4.5,4.5,5.0,-1,Unfilled,False
9094,Belle Isle Restaurant & Brewery,Hefeweizen,Wild Mary's Wheat Ale,1262265999.0,2.0,2.0,2.5,2.5,1.0,-1.0,-1,Unfilled,False
9095,Belle Isle Restaurant & Brewery,American Blonde Ale,Belle's Blonde Light Pale Ale,1316824868.0,3.5,3.5,3.0,3.0,3.5,-1.0,-1,Unfilled,False
9096,Belle Isle Restaurant & Brewery,American Amber / Red Ale,Flanagan's Amber Ale,1262266440.0,3.0,2.5,3.5,3.5,2.5,4.0,-1,Unfilled,False
9097,Belle Isle Restaurant & Brewery,American Porter,Power Plant Porter Ale,1145412039.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
9098,Brauerei Beck & Co.,Low Alcohol Beer,Beck's Alkoholfrei,1262329828.0,2.0,2.0,3.0,4.0,2.5,0.3,-1,Unfilled,False
9099,Beer Works,Munich Helles Lager,Baker's Island Blond,1087980896.0,4.0,3.0,3.5,3.0,4.0,4.0,-1,Unfilled,False
