,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV
9358,,,Atwater Pilsner,1206589601.0,,,,,,
9359,,,Ipa (a.k.a. Indian Rock Ipa),1058581042.0,,,,,,
9360,,,Augsburger Golden Lager,1085964499.0,,,,,,
9361,,,Black's Beach Extra Dark,1325824413.0,,,,,,
9362,,,,1058317086.0,,,,,,
9363,,,,1058321904.0,,,,,,
9364,,,Josef Hoffbauer Lager,1173068580.0,,,,,,
9365,,,Cabana Light,1058327732.0,,,,,,
9366,,,Portsmouth Bluebeery Ale,1152623672.0,,,,,,
9367,,,Achtung,1058335737.0,,,,,,
9368,,,Allgäuer Urbairisch Dunkel,1109656488.0,,,,,,
9369,The Native Brewing Co.,,The Eleven Brown Ale,1192059438.0,,,,,,
9370,,,Dakota Light,1058402598.0,,,,,,
9371,,,Native Lager,1177204312.0,,,,,,
9372,,,San Lucas Special Lager,1183510061.0,,,,,,
9373,,,,1121706463.0,,,,,,
9374,,,Josef Hoffbauer Light,1181113989.0,,,,,,
9375,,,Col. Kolch,1058419553.0,,,,,,
9376,P.h. Woods Restaurant & Brewery,,Desert Wheat,1209439069.0,,,,,,
9377,,,Honey Blond,1058420810.0,,,,,,
9378,,,Pride Of Pilsen,1310953226.0,,,,,,
9379,,,Dark Knight,1105590419.0,,,,,,
9380,,,Summertime Ale (special Hoppy Liberty Edition),1058473375.0,,,,,,
9381,"Cherryland Brewing, Ltd.",,Cherry Rail Fruit Beer,1068355184.0,,,,,,
9382,,,Erdinger Oktoberfest Weissbier,1231438850.0,,,,,,
9383,,,Anarchist Amber Ale,1193545032.0,,,,,,
9384,,,Frosty's Winter Wheat,1199937230.0,,,,,,
9385,,,,1061695502.0,,,,,,4.77
9386,,,Yebisu Black Beer,1058524398.0,,,,,,
9387,,,La Messagere,1169002523.0,,,,,,
9388,,,Boréale Doree,1110228006.0,,,,,,
9389,Harar Beer Factory,,Hakim Stout,1208804083.0,,,,,,
9390,,,Emerald Bay Pale Ale,1094597162.0,,,,,,
9391,,,Bj's Brewhouse Blonde,1238809300.0,,,,,,
9392,,,Aysen,1060461006.0,,,,,,
9393,,,Mandarin Hefeweizen,1106358526.0,,,,,,
9394,Elk Grove Brewing Co Inc.,,"Big, But Blond Ale",1181329498.0,,,,,,
9395,,,Heidelberg Lager,1058620833.0,,,,,,
9396,,,Molson Ex Light,1107484223.0,,,,,,
9397,,,Hofbräu Delikator,1058634968.0,,,,,,
9398,Cervejaria Cintra,,Cintra Pilsen,1062206013.0,,,,,,
9399,,,Coal Fired Stout,1058639517.0,,,,,,
9400,,,Oldie Style,1058640871.0,,,,,,
9401,,,Zhigulovskoye,1058643619.0,,,,,,
9402,,,Queen Victoria's Secret Ipa,1058654344.0,,,,,,
9403,,,Black Rabbit Porter,1250637485.0,,,,,,
9404,,,Nebraska Bitter,1119169465.0,,,,,,
9405,,,Edgefield Wheat,1131688255.0,,,,,,
9406,,,,1113286054.0,,,,,,
9407,,,Workingman's Red,1245440297.0,,,,,,
9408,,,Firefly Kölsch,1060736433.0,,,,,,4.64
9409,,,Kris Kringle,1227345799.0,,,,,,
9410,,,Rio Claro,1166558543.0,,,,,,
9411,Gem Of The Sea Brewing Co.,,Skinner,1059362337.0,,,,,,
9412,,,Ipa (aka Castle Rock Ipa),1076131948.0,,,,,,
9413,,,Sharkbitten Double Red,1120593112.0,,,,,,
9414,Gersakh Brewery / Penguin,,Khelles,1058697990.0,,,,,,
9415,,,Ingvernoye,1075582314.0,,,,,,
9416,,,Amur Pivo Svetloye,1058699644.0,,,,,,
9417,,,Ale House Weiss,1084425198.0,,,,,,
9418,,,Willoughby Mad Cow Milk Stout,1249520521.0,,,,,,
9419,,,Otis Alt Ale,1097074365.0,,,,,,
9420,,,Bock Lager,1212885258.0,,,,,,
9421,Lengthwise Brewing Company,,Lengthwise Golden Ale,1245119616.0,,,,,,
9422,,,Lengthwise Triple Hop Red,1256101205.0,,,,,,
9423,,,Lengthwise Centennial Ale,1221353174.0,,,,,,
9424,,,Pax Pils,1068168970.0,,,,,,
9425,,,City Steam Rye Me A River,1058745938.0,,,,,,
9426,,,City Steam The Flower Of Edinburgh,1058747413.0,,,,,,
9427,,,Brickway Brown,1058748378.0,,,,,,
9428,,,Great Lakes Independence Ale,1217894460.0,,,,,,
9429,,,Great Lakes Barrel Select Pils,1224483031.0,,,,,,
9430,,,Frundsberg Dunkel,1132281190.0,,,,,,
9431,Yantar Brewery,,Admiralskoye (admipanbrbke Nacmepuzokahr),1064188391.0,,,,,,
9432,Cerveceria Argentina S.a. Isenbeck,,Cerveza Premium,1318552564.0,,,,,,
9433,,,Modelo Light,1273028859.0,,,,,,
9434,Fabbrica Birra Busalla,,Müller,1058809394.0,,,,,,
9435,,,Ambra,1058809941.0,,,,,,
9436,,,Castagnasca,1058810562.0,,,,,,
9437,,,Ruby Bloom Amber,1157937524.0,,,,,,
9438,,,Grain Barrel Stout Ale,1212886470.0,,,,,,
9439,Rubicon Brewing Company,,,1220031698.0,,,,,,
9440,,,Goldfinger,1284226535.0,,,,,,
9441,,,,1267064885.0,,,,,,
9442,,,,1218050546.0,,,,,,
9443,,,,1249353371.0,,,,,,
9444,Carlsberg Sverige,,"Falcon Julbrygd 5,2%",1058825217.0,,,,,,
9445,,,Jameson's Scottish Ale,1090943965.0,,,,,,
9446,Cervezas Nacionales,,,1310540392.0,,,,,,
9447,"Cerveceria Nacional, C.a.",,Caracas Pilsen,1058836382.0,,,,,,
9448,,,Weihenstephaner Hefeweissbier Leicht,1301192074.0,,,,,,
9449,,,Josef Hoffbauer Ice,1090026239.0,,,,,,
9450,,,North By Northwest Extra Special Bitter,1058843654.0,,,,,,
9451,,,Czar-pushka,1074376968.0,,,,,,
9452,,,Pulaski Pilsner,1058854116.0,,,,,,
9453,,,Amber Wheat,1058854599.0,,,,,,
9454,,,Auerbräu Rosenheimer Hefe Weissbier,1035021050.0,,,,,,
9455,,,Nacional Pilsen,1058907489.0,,,,,,
9456,,,City Steam Benny & The Blondes,1058908052.0,,,,,,
9457,,,Kulmbacher Reichelbrau Eisbock,1206583311.0,,,,,,
9458,,,Kronenbourg,1210043779.0,,,,,,
9459,,,Kronenbourg Pur Malt,1303496440.0,,,,,,
9460,,,Kronenbourg Tradition Anglaise,1068129946.0,,,,,,
9461,,,Kronenbourg Tradition Allemande,1082036819.0,,,,,,
9462,,,Kronenbourg 1664 Brune,1135475226.0,,,,,,
9463,,,Lakeport Wee Willy Dark Scottish Style,1170535963.0,,,,,,
9464,,,Stewart's Irish Red Ale,1139618772.0,,,,,,
9465,,,Whacky Wheat Ale,1150672265.0,,,,,,
9466,,,Big Bear Amber Ale,1150671798.0,,,,,,
9467,,,,1319418671.0,,,,,,
9468,,,Governor's Golden Ale,1139617666.0,,,,,,
9469,,,Highlander Stout,1224553153.0,,,,,,
9470,,,Kilkinney's Irish Cream,1191717842.0,,,,,,
9471,,,,1257628471.0,,,,,,
9472,,,,1216267133.0,,,,,,
9473,,,Bavarian Hefe-weizen,1115615472.0,,,,,,
9474,,,Central Park Pale Ale,1120963212.0,,,,,,
9475,,,Skyline Stout,1120963301.0,,,,,,
9476,,,,1120963260.0,,,,,,
9477,,,,1120963123.0,,,,,,
9478,,,Praying Monk Double Abbey Ale,1060485313.0,,,,,,
9479,,,Blue Tractor Ale,1115671814.0,,,,,,
9480,,,Nice Weiss,1116700284.0,,,,,,
9481,,,Racer's Tire Tread Porter,1066511733.0,,,,,,
9482,,,Pursuit Of Happiness Winter Warmer,1257828048.0,,,,,,
9483,,,John Brown Pale Ale,1164223614.0,,,,,,
9484,,,Whiteface Black Diamond Stout,1226948776.0,,,,,,
9485,,,Haystack Blonde Ale,1235575591.0,,,,,,
9486,,,Ausable Wulff Red Ale,1253280601.0,,,,,,
9487,,,Bogyemskoye Chyernoye,1058959842.0,,,,,,
9488,,,Black Irish Stout,1183775804.0,,,,,,
9489,,,Sweet Waters Imperial Stout,1070038169.0,,,,,,
9490,,,Maine Coast Oatmeal Stout,1126559175.0,,,,,,
9491,,,Bar Harbor Espresso Stout,1271620865.0,,,,,,
9492,,,Bar Harbor Gold,1126822463.0,,,,,,
9493,,,Eden Special Bitter (esb),1113938622.0,,,,,,
9494,Holzkirchner Oberbräu,,Holzkirchner Oberbräu Urtyp Hell,1058964189.0,,,,,,
9495,,,Big Stone Stout,1219008931.0,,,,,,
9496,,,Pacific Pilsner,1058978471.0,,,,,,
9497,,,Dark Unfiltered (temnoe Unfiltered),1279386965.0,,,,,,
9498,,,Caballo Cerveza Extra,1240361131.0,,,,,,
9499,,,Montejo,1067933756.0,,,,,,
9500,,,Estrella,1175704382.0,,,,,,
9501,,,Superior,1133108307.0,,,,,,
9502,,,Tecate Light,1311639797.0,,,,,,
9503,,,Heavenly Hefeweizen,1151891073.0,,,,,,
9504,,,Easy Rider Apa,1059006494.0,,,,,,
9505,,,Minnesota Mild,1179071642.0,,,,,,
9506,,,Gold Rush Lager,1100647107.0,,,,,,
9507,,,Hebridean Gold Porridge Oat Ale,1210570193.0,,,,,,
9508,,,Skull Splitter Ale,1059578135.0,,,,,,
9509,,,Regal Pale Ale,1060483506.0,,,,,,
9510,,,Triticum Bock,1063397936.0,,,,,,
9511,Kolos Oao/ Ledyanoy Stakanchik,,Barkhatnoye,1059036661.0,,,,,,
9512,Schlossbrauerei Grünbach,,Grünbacher Weissbier,1194697933.0,,,,,,
9513,,,Brimstone Red,1081092239.0,,,,,,
9514,Kaluzhskaya Pivovarennaya Kompaniya,,Zolotaya Bochka Svetloye,1059064655.0,,,,,,
9515,Pivovarinaya Kompaniya Utes,,Siniy Utes Spasskoye,1059065186.0,,,,,,
9516,,,Siniy Utes Venskoye,1059065680.0,,,,,,
9517,,,Zolotaya Bochka Klassichiskoye,1068781699.0,,,,,,
9518,Pivobezalkogolniy Zavod Severskovo Pischekombinata,,Severskoye Svetloye,1059070307.0,,,,,,
9519,"Pikra, Inc.",,Sibirskaya Legenda,1059070731.0,,,,,,
9520,,,,1305508994.0,,,,,,
9521,,,Wit's End Wit,1061139100.0,,,,,,
9522,,,Cantina,1113635655.0,,,,,,
9523,,,Jordan Pond Ale,1271621322.0,,,,,,
9524,,,Benchmark Old Ale,1146609931.0,,,,,,
9525,Pivovariye Syem Kholmov,,Syem Kholmov Svetloye,1059132119.0,,,,,,
9526,,,Syem Kholmov Tyemnoye,1059132329.0,,,,,,
9527,,,Beer Tyemnoye Vyechernoye,1059157583.0,,,,,,
9528,Solodov-pivo Co.,,Solodov Svetloye,1059157917.0,,,,,,
9529,Moskvoretskiy Pivovarinniy Zavod (cebco),,Moskovskoye Originalnoye,1105149828.0,,,,,,
9530,Klinskiy Pivokombinat,,Klinskoye Zolotoye,1059158562.0,,,,,,
9531,Duclaw Brewing Company,,Deception,1060733740.0,,,,,,16.4
9532,Fisherrow Brewery,,Summer Solstice,1059180958.0,,,,,,
9533,Café-brouwerij Loterbol,,Loterbol Blond,1272416773.0,,,,,,
9534,,,Loterbol Bruin,1089468253.0,,,,,,
9535,,,Drossaard,1227040952.0,,,,,,
9536,,,Stone 3rd Anniversary Ipa,1065335829.0,,,,,,
9537,,,1892 Traditional Ale,1287859548.0,,,,,,
9538,,,Honey Brown,1268272935.0,,,,,,
9539,,,Loyalhanna Pennsylvania Lager,1075815201.0,,,,,,
9540,Port Halling Brewing Company,,Hogwarts Kölsch,1065930224.0,,,,,,
9541,Pivoindustriye Primorye (cebco),,No. 1 Avangard,1059246449.0,,,,,,
9542,,,,1059246893.0,,,,,,
9543,,,,1059247667.0,,,,,,
9544,,,Amur Pivo Krepkoye,1059248135.0,,,,,,
9545,,,Willoughby Abbot's Mill Mild,1059249501.0,,,,,,
9546,,,Headcracker,1127704733.0,,,,,,
9547,,,Founders Breakfast Stout,1232993968.0,,,,,,
9548,,,Kraftbräu Biere De Garde,1059261342.0,,,,,,
9549,,,Dogwood Decadent Ale,1065837192.0,,,,,,
9550,Browar Amber,,Amber Classic,1289955909.0,,,,,,
9551,,,Lost Lake,1231382174.0,,,,,,
9552,North End Tavern & Brewery,,Roedy Red,1250388021.0,,,,,,
9553,,,Reef'swheat,1230688914.0,,,,,,
9554,Black Forest Brew Haus & Grill,,Black Forest Maple Porter,1059323560.0,,,,,,
9555,,,,1103831326.0,,,,,,
9556,,,Raspberry Light,1059317144.0,,,,,,
9557,,,Celis Raspberry,1152569986.0,,,,,,
9558,,,Dawk's Porter,1059317465.0,,,,,,
9559,,,A Clockwork Orange Belgian Wit,1088633398.0,,,,,,
9560,,,Mong Stout,1059317796.0,,,,,,
9561,,,Weedwacker Wit,1087149624.0,,,,,,
9562,,,Farson's Lager,1198008146.0,,,,,,
9563,,,Traverse Brewing Voss Wend Wheat,1059318297.0,,,,,,
9564,,,Strange Stout,1059318566.0,,,,,,
9565,,,Hopfenkopf,1059321824.0,,,,,,
9566,,,Red Hills Pils,1215821904.0,,,,,,
9567,,,Butte Creek Creekside Wheat,1156781246.0,,,,,,
9568,,,,1059327522.0,,,,,,
9569,,,Kuhnhenn Raspberry Eisbock,1253149476.0,,,,,,13.5
9570,,,Cappy's Cherry Wheat,1059339619.0,,,,,,
9571,,,Lake Placid Hefeweizen,1121883065.0,,,,,,
9572,,,,1059360366.0,,,,,,
9573,,,Beer Svetloye Klassik,1059360680.0,,,,,,
9574,Jilin Yinpu Brewery,,Yinpu Black Rice Beer,1106859210.0,,,,,,
9575,Columbia Brewery,,Kootenay Mountain Ale,1189969430.0,,,,,,
9576,,,,1238072653.0,,,,,,
9577,,,Duveneck Dortmunder,1174432586.0,,,,,,
9578,,,,1064114466.0,,,,,,
9579,,,Farmhouse Ale,1070982884.0,,,,,,
9580,,,Eastside Ale,1130628172.0,,,,,,
9581,,,,1059432392.0,,,,,,
9582,,,Yukon Gold English Pale Ale,1155887561.0,,,,,,
9583,,,Brava Negra,1059435735.0,,,,,,
9584,,,Brava Lime,1059435945.0,,,,,,
9585,,,Brava Light,1059436132.0,,,,,,
9586,C.j.'s Brewing Company,,Cj's Vat 33 Ipa,1266815839.0,,,,,,
9587,,,Rifle River Rye Lager,1059437109.0,,,,,,
9588,,,Lowland Wheat Ale,1088033325.0,,,,,,
9589,,,Studenoye Zreloye,1059448366.0,,,,,,
9590,,,Robert Thomas Par 5 Pale Ale,1059510105.0,,,,,,
9591,Sibirskoye Pivo,,Staraya Ratusha Tyemnoye,1059468447.0,,,,,,
9592,Tomskoye Pivo / U Krugera,,,1059468960.0,,,,,,
9593,,,Kupecheskoye Svetloye,1059469417.0,,,,,,
9594,,,Karl Kruger,1059474225.0,,,,,,
9595,,,Smuttynose Pumpkin Ale,1283813653.0,,,,,,
9596,,,,1075749598.0,,,,,,
9597,,,,1059485345.0,,,,,,
9598,,,,1059485610.0,,,,,,
9599,,,,1130441240.0,,,,,,
9600,,,Fix 1864 Spezial,1312069298.0,,,,,,
9601,,,Dry Hopped Hedgerow Red Ale,1065663875.0,,,,,,
9602,,,German Weiss,1059789839.0,,,,,,
9603,,,Xenabock,1119243542.0,,,,,,
9604,,,Summer Saison,1059497836.0,,,,,,
9605,,,,1059498103.0,,,,,,
9606,,,Red Dragon Xtreme,1208628406.0,,,,,,
9607,,,Firehouse Light,1061761814.0,,,,,,
9608,,,Brown-eyed Girl,1063839111.0,,,,,,
9609,,,Prairie Berry Ale,1071977390.0,,,,,,
9610,"Pivzavod Kemerovo ""pikem""",,Bratva Chisto Svetloye,1059534742.0,,,,,,
9611,,,Bratva Konkretnoye,1059535044.0,,,,,,
9612,,,,1143512876.0,,,,,,
9613,,,O'leary's Irish Red,1059568665.0,,,,,,
9614,,,"Burghead ""pict"" Heather Ale",1059576204.0,,,,,,
9615,,,Thermidor,1065930964.0,,,,,,
9616,,,Stiegl Gaudi Radler Shandy (lemon),1288724652.0,,,,,,
9617,,,Knuckleball Bock,1177464799.0,,,,,,
9618,,,Stoney Creek Pale Ale,1126846404.0,,,,,,
9619,,,Pete's Peerless Ale,1091828488.0,,,,,,
9620,,,Bert's Best Bitter,1059622558.0,,,,,,
9621,,,Willimantic Anytown Usa A.s.b.,1249587917.0,,,,,,
9622,,,Texas Speedbump Ipa,1127917733.0,,,,,,
9623,,,Tri-pepper Pilsener,1308604751.0,,,,,,
9624,,,Dousman Street Wheat,1059676723.0,,,,,,
9625,,,Frontier Pilsner,1110945836.0,,,,,,
9626,,,Lakeport Red,1059691838.0,,,,,,
9627,,,Brurm Doctor's Orders Hefeweizen,1247978834.0,,,,,,
9628,The Old Mill Brewery Ltd.,,Elora Irish Ale,1059694713.0,,,,,,
9629,,,Premonition,1059696849.0,,,,,,
9630,Palisade Brewing Co.,,Pal Beer,1089615958.0,,,,,,
9631,,,Red Truck Ipa,1089263204.0,,,,,,
9632,,,Stone 7th Anniversary Ale,1133566795.0,,,,,,
9633,,,Solodov Klassichiskoye,1059706747.0,,,,,,
9634,,,Tree Bogatirya Svetloye,1059707444.0,,,,,,
9635,Brasserie Phylosophale,,Phylosophale Premium,1125947397.0,,,,,,
9636,,,Phylosophale Auburn,1143144022.0,,,,,,
9637,,,Blanche Bio Du Phylosophale,1130430817.0,,,,,,
9638,,,Hamm's Golden Draft,1068134120.0,,,,,,
9639,,,Kapittel Pater,1249017199.0,,,,,,
9640,,,,1059763014.0,,,,,,
9641,Groupe Geloso,,Double Dry,1145296510.0,,,,,,
9642,,,Bert Grant's Deep Powder Winter Ale,1007220010.0,,,,,,
9643,,,Norbert Doppelbock,1059781307.0,,,,,,
9644,,,Poche Pale,1190449420.0,,,,,,
9645,,,Strubbe Super Pils,1304126011.0,,,,,,
9646,,,Carolina Cask Conditioned Pale Ale,1059796544.0,,,,,,
9647,,,Couckelærschen Doedel,1144527642.0,,,,,,
9648,,,American Bright Ale,1066398508.0,,,,,,
9649,,,Canterbury,1113459194.0,,,,,,
9650,,,Hermann's Dark Lager,1064886826.0,,,,,,
9651,,,Southampton Sparkling Summer Ale,1158177317.0,,,,,,
9652,,,El Camino Ipa,1254431119.0,,,,,,
9653,,,Trestles Golden,1317064046.0,,,,,,
9654,,,T Street Wheat,1059862952.0,,,,,,
9655,,,Carlsbad Chronic,1171472674.0,,,,,,
9656,,,Bc Brown,1190449851.0,,,,,,
9657,,,Switch Stance Strong Ale,1096816146.0,,,,,,
9658,,,Cantillon Gueuze 100% Lambic-bio (organic Gueuze),1247126497.0,,,,,,
9659,,,Tamarack Esb,1059865070.0,,,,,,
9660,,,'t Smisje Honingbier Bruin,1107460028.0,,,,,,
9661,,,Imperial 375 Pale Ale,1059877751.0,,,,,,
9662,,,,1186937687.0,,,,,,
9663,,,House Brand Ipa,1059878166.0,,,,,,
9664,,,Framboise,1305688838.0,,,,,,
9665,Wildwood Brewing Co.,,Sub Zero Lager,1059884418.0,,,,,,
9666,,,Altitude Amber Ale,1088496751.0,,,,,,
9667,,,Elusive Trout Stout,1088419626.0,,,,,,
9668,,,Brother Tim's Triple,1229208278.0,,,,,,
9669,,,Kaffir Lime - Lemongrass Ale,1059890581.0,,,,,,
9670,,,Endless Summer Ipa,1151194028.0,,,,,,
9671,Birreria Blues,,Blues Pils,1059909528.0,,,,,,
9672,,,Blues Ale,1059909874.0,,,,,,
9673,,,Blues Strong Ale,1059910414.0,,,,,,
9674,,,Blues Bionda Doppio Malto,1059910922.0,,,,,,
9675,,,Cascade Four Seasons Winter Warmer,1065055176.0,,,,,,
9676,,,Gonyets Yantarnoye,1059917781.0,,,,,,
9677,,,Studenoye Svetloye,1059918000.0,,,,,,
9678,Irkutskpisheprom,,,1059918294.0,,,,,,
9679,,,Moskovskoye Svetloye,1059932876.0,,,,,,
9680,,,,1059933479.0,,,,,,
9681,,,Motor City Corktown Stout,1059934020.0,,,,,,
9682,Mystic Brewing Company,,Honey Cream,1059934215.0,,,,,,
9683,,,Motor City Brewing Amber Wheat,1059934364.0,,,,,,
9684,,,Post Rock Pilsner,1284639893.0,,,,,,
9685,,,Apricot Nectar,1306902933.0,,,,,,
9686,,,Ginger Brown,1066092206.0,,,,,,
9687,Ellicott Mills Brewing Company,,,1150423401.0,,,,,,
9688,,,Michigan Brewing Sebewaing,1207960163.0,,,,,,
9689,,,Firecracker Bock,1059961476.0,,,,,,
9690,,,Bockor Pils,1317343032.0,,,,,,
9691,,,Titan Ipa,1183532621.0,,,,,,
9692,,,Black Springs Double Stout,1092470082.0,,,,,,
9693,,,,1059965899.0,,,,,,
9694,,,Jubiläums German Pils,1155004537.0,,,,,,
9695,,,Krušovice Velvet,1247862807.0,,,,,,
9696,,,Hops Single Hop Ale,1060833722.0,,,,,,
9697,,,Queen's Blond Ale,1212942000.0,,,,,,
9698,,,,1118760267.0,,,,,,
9699,,,Cascade Amber Ale,1127050948.0,,,,,,
9700,,,,1060016836.0,,,,,,
9701,,,,1118761531.0,,,,,,
9702,,,Wild Rose Wraspberry Ale,1060020227.0,,,,,,
9703,,,Velvet Fog,1095742477.0,,,,,,
9704,,,Heavy Maibock,1060026442.0,,,,,,
9705,,,Monserrate Roja,1060027432.0,,,,,,
9706,,,Berrendo Brown,1060037246.0,,,,,,
9707,,,Mestreechs Aajt (dutch - Saccharin Version),1086451787.0,,,,,,
9708,,,,1060046010.0,,,,,,
9709,,,Posadskoye Klassichiskoye,1060054241.0,,,,,,
9710,,,Dark Horse Raspberry Ale,1203568341.0,,,,,,
9711,Detroit Brew Factory,,,1060088413.0,,,,,,
9712,,,Flat Top Wheat,1295590378.0,,,,,,
9713,,,When In Doubt Ipa,1113498473.0,,,,,,
9714,,,Amsterdam Dutch Amber Lager,1246903996.0,,,,,,
9715,,,Paddy's Lager,1060107335.0,,,,,,
9716,,,Bison Blonde,1239303061.0,,,,,,
9717,,,Bison Cranberry Kolsch,1060130623.0,,,,,,
9718,,,Lucky Number High Gravity Lager,1125513773.0,,,,,,
9719,,,Dim Whit,1202698421.0,,,,,,
9720,Amstar,,Sokol Klassichiskoye,1060154586.0,,,,,,
9721,Opz Saransk,,Tolstyak Dobroye,1060155439.0,,,,,,
9722,Switchback Brewing Company,,Switchback Ale,1243718623.0,,,,,,
9723,,,Faxe Amber,1155674428.0,,,,,,
9724,,,Flanders Belgian Ale,1060184871.0,,,,,,
9725,"Cairngorm Brewery Company, The",,Sheepshaggers Gold,1284525684.0,,,,,,
9726,,,Table Beer (red),1084181597.0,,,,,,
9727,,,Asahi Sparks,1073310985.0,,,,,,
9728,,,Asahi Honnama Aqua Blue,1130940582.0,,,,,,
9729,,,Kirin Tanrei Green Label,1192390793.0,,,,,,
9730,,,Sapporo Namashibori,1135076260.0,,,,,,
9731,,,Kirin Tanrei Alpha Happoshu Beer,1160611342.0,,,,,,
9732,,,Mcneill's Summer Bitter,1060250218.0,,,,,,
9733,,,Big House Bitter,1060264836.0,,,,,,
9734,,,Big House Barley Wine,1060269061.0,,,,,,
9735,,,Blind Rock Maibock,1060269205.0,,,,,,
9736,,,Pathfinders Porter,1060269360.0,,,,,,
9737,,,Chazz Cat Rye,1138024099.0,,,,,,
9738,,,Altman's Alt,1060275644.0,,,,,,
9739,,,Galloping Goose Steam,1211517152.0,,,,,,
9740,,,Best Bitter Special (dry Hopped),1297714755.0,,,,,,
9741,,,1535 Pearl Street Porter,1138053132.0,,,,,,
9742,,,Cask Ale,1060278920.0,,,,,,
9743,,,Illusion Dweller Ipa,1324408733.0,,,,,,
9744,,,Jopen Bokbier,1070675299.0,,,,,,
9745,,,Finnigan's Irish Red Ale,1060300732.0,,,,,,
9746,Ringwood Brewery,,Ringwood Old Thumper (uk Version),1123982631.0,,,,,,
9747,,,City Steam Progress,1060314478.0,,,,,,
9748,,,City Steam Deirdre Does Dublin,1140274372.0,,,,,,
9749,,,Rendezvous,1306434015.0,,,,,,
9750,Brewsters Brewing Company & Restaurant - Oliver Square,,Bow Valley Brown Ale,1141360772.0,,,,,,
9751,,,Shaughnessy Stout,1240868125.0,,,,,,
9752,,,Bighorn Bitter,1123261485.0,,,,,,
9753,,,Palliser Pale Ale,1060374453.0,,,,,,
9754,Jaipur Brewing Company,,,1060375050.0,,,,,,
9755,,,,1065316944.0,,,,,,
9756,,,,1060375784.0,,,,,,
9757,,,Jalapeño Ale,1060375998.0,,,,,,
9758,,,Empire Lager,1163542641.0,,,,,,
9759,,,Mjød,1160188284.0,,,,,,
9760,,,Auburn Ale,1247892049.0,,,,,,
9761,Dark Mountain Brewery,,Kolsch Blonde Ale,1060387721.0,,,,,,
9762,,,Willoughby Abbey Road Trippel Bock,1126109329.0,,,,,,
9763,,,Millenium Vintage Porter,1060388604.0,,,,,,
9764,,,Willoughby Northern Trail Nut Brown Ale,1200603256.0,,,,,,4.32
9765,,,Elk Rock Velvet Antler,1063911346.0,,,,,,
9766,,,Elk Rock Wapati India Pale Ale,1175053357.0,,,,,,
9767,,,Saxer Summer,1086567758.0,,,,,,
9768,Coedo Brewery (kyodo Shoji Koedo Brewery),,Waseda,1060414651.0,,,,,,
9769,,,Yeti Imperial Stout,1083213745.0,,,,,,
9770,,,,1144354440.0,,,,,,
9771,,,Macpelican's Scottish Style Ale,1065400912.0,,,,,,
9772,,,Hogsback Oatmeal Stout,1060449698.0,,,,,,
9773,"Wild Duck Brewery, Restaurant And Music Hall",,Glen's Best Bitter,1066092622.0,,,,,,
9774,,,Stockyard Ipa,1282925889.0,,,,,,
9775,,,,1154803021.0,,,,,,
9776,,,,1227404562.0,,,,,,
9777,,,La Choulette Framboise,1060471254.0,,,,,,
9778,,,Giants Head Gold Canadian Ale,1060486584.0,,,,,,
9779,The Merchant Ale House Restaurant & Brewpub,,Drunken Monkey Oatmeal Stout,1190083230.0,,,,,,
9780,,,Eric's Cream Ale,1105756286.0,,,,,,
9781,Sailfish Bar & Grill / Twin Rivers Brewing Co.,,,1269310341.0,,,,,,
9782,,,Rough Rider Pale Ale,1060540792.0,,,,,,
9783,,,,1194661283.0,,,,,,
9784,,,,1194659520.0,,,,,,
9785,,,,1194587645.0,,,,,,
9786,,,Whiskey Stout,1097378890.0,,,,,,
9787,,,Zolotaya Bochka Krepkoye (strong) Lager,1145982259.0,,,,,,
9788,Altöttinger Hell-bräu Gmbh,,Altöttinger Fein-herb,1116200480.0,,,,,,
9789,,,Altöttinger Weissbier,1167581147.0,,,,,,
9790,,,Two Tuns Double Amber Ale,1060622034.0,,,,,,
9791,,,,1064022493.0,,,,,,
9792,,,,1077915304.0,,,,,,
9793,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,,The Cannabis Club Sud,1060636190.0,,,,,,
9794,,,Raven's Eye Imperial Stout,1283555340.0,,,,,,
9795,Brasserie Du Brabant,,L'abbaye Zitti Ambrée,1084043716.0,,,,,,
9796,,,Kestrel&#8217;s Joy Ipa,1078496397.0,,,,,,
9797,,,Yachmenniy Koloc Zolotoye,1060713510.0,,,,,,
9798,,,Afanasy Porter,1060714089.0,,,,,,
9799,,,Little Barley Bitter,1288053831.0,,,,,,
9800,,,Patriot Pale Ale,1062898176.0,,,,,,
9801,,,Reinaert Grand Cru,1258822105.0,,,,,,
9802,,,Ephus,1064018398.0,,,,,,
9803,,,Pocono Black And Tan,1068270315.0,,,,,,
9804,,,Kipling Light,1079133143.0,,,,,,3.44
9805,,,High Desert Imperial Stout,1218845511.0,,,,,,
9806,,,Exponential Hoppiness,1253060082.0,,,,,,
9807,,,Harpoon Wit Beer (100 Barrel Series #02),1070422329.0,,,,,,
9808,,,,1119151987.0,,,,,,
9809,,,,1060876019.0,,,,,,
9810,,,,1187678253.0,,,,,,
9811,,,Harar Beer,1189979607.0,,,,,,
9812,Bragdy Ynys Môn,,Tarw Du,1060902743.0,,,,,,
9813,,,Funny Cide Light,1070503133.0,,,,,,
